Day,Month,Year,DayOfWeek,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,H14,A14,Attendance,Strictness,Season,Round,Hpts,Apts,HTS,ATS,HGSR,AGSR,Home_DS,Away_DS,Home_Form_Points,Away_Form_Points,Home_Goal_Diff_Form,Away_Goal_Diff_Form,Home_Win_Streak,Away_Win_Streak,Home_H2H_Win_Rate,Away_H2H_Win_Rate,HTV($m),ATV($m),HTPos_avg,ATPos_avg,HSPE (%),HPE (%),ASPE (%),APE (%),HTPos_avg_missing,ATPos_avg_missing,HSPE_missing,ASPE_missing,HPE_missing,APE_missing,HTV_missing,ATV_missing
21,8,2000,1,Arsenal,Liverpool,2.0,0.0,H,1.0,0.0,H,G Poll,17.0,7.0,12.0,4.0,10.0,11.0,25.0,20.0,2.0,4.0,1.0,2.0,1,1,"38,014",12.258064516129032,2000,2,0,3,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,-1.0,1.0,0,1,0.0,0.0,68.22997283935547,128.4202117919922,0.5102,0.44399999999999995,0.12434084932659212,0.957649733346966,0.41993861740523186,0.38498735078055857,1,1,1,1,1,1,1,1
22,8,2000,2,Bradford,Chelsea,2.0,0.0,H,1.0,0.0,H,M Halsey,12.0,14.0,3.0,6.0,6.0,4.0,14.0,16.0,0.0,1.0,0.0,0.0,1,1,"17,872",8.69433962264151,2000,2,0,3,0.0,3.0,0.0,4.0,1.0,2.0,0.0,3.0,-1.0,2.0,0,1,0.0,0.0,68.22997283935547,128.4202117919922,0.48019999999999996,0.5522,0.12434084932659212,0.957649733346966,0.41993861740523186,0.38498735078055857,1,1,1,1,1,1,1,1
22,8,2000,2,Ipswich,Man United,1.0,1.0,D,1.0,1.0,D,J Winter,13.0,15.0,8.0,6.0,4.0,6.0,10.0,7.0,1.0,4.0,0.0,0.0,1,1,"22,007",9.333333333333334,2000,2,0,3,0.0,3.0,1.0,2.0,3.0,0.0,0.0,3.0,-2.0,2.0,0,1,0.0,0.0,68.22997283935547,128.4202117919922,0.45660000000000006,0.48760000000000003,0.12434084932659212,0.957649733346966,0.41993861740523186,0.38498735078055857,1,1,1,1,1,1,1,1
22,8,2000,2,Middlesbrough,Tottenham,1.0,1.0,D,0.0,1.0,A,P Jones,12.0,11.0,6.0,4.0,5.0,5.0,9.0,18.0,2.0,1.0,0.0,0.0,1,1,"31,254",13.10344827586207,2000,2,3,3,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1,1,0.0,0.0,158.87960815429688,11.93303108215332,0.504,0.5184,-0.12665889964493549,-0.2076616282982782,0.37357085021637837,0.3936310083247918,1,1,1,1,1,1,1,1
23,8,2000,3,Everton,Charlton,3.0,0.0,H,0.0,0.0,D,A Hall,13.0,8.0,8.0,4.0,3.0,5.0,17.0,15.0,2.0,1.0,0.0,1.0,1,1,"36,300",12.0,2000,2,0,3,0.0,3.0,0.0,4.0,2.0,0.0,0.0,3.0,-2.0,4.0,0,1,0.0,0.0,68.22997283935547,128.4202117919922,0.44939999999999997,0.4904,0.12434084932659212,0.957649733346966,0.41993861740523186,0.38498735078055857,1,1,1,1,1,1,1,1
23,8,2000,3,Man City,Sunderland,4.0,2.0,H,2.0,0.0,H,D Ellaray,15.0,9.0,10.0,4.0,7.0,3.0,24.0,14.0,3.0,3.0,0.0,0.0,1,1,"34,410",12.571428571428571,2000,2,0,3,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,-4.0,1.0,0,1,0.0,0.0,68.22997283935547,128.4202117919922,0.47280000000000005,0.47700000000000004,0.12434084932659212,0.957649733346966,0.41993861740523186,0.38498735078055857,1,1,1,1,1,1,1,1
23,8,2000,3,Newcastle,Derby,3.0,2.0,H,1.0,1.0,D,D Gallagher,9.0,10.0,4.0,5.0,9.0,6.0,23.0,11.0,0.0,3.0,1.0,0.0,1,1,"51,327",10.11023622047244,2000,2,0,1,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,-2.0,0.0,0,0,0.0,0.0,65.27265167236328,88.58173370361328,0.4716,0.5212,0.0855719367176033,0.5960587892085012,0.8052989451081496,0.2857006817805611,1,1,1,1,1,1,1,1
23,8,2000,3,Southampton,Coventry,1.0,2.0,A,0.0,1.0,A,F Taylor,12.0,7.0,4.0,5.0,6.0,5.0,18.0,20.0,5.0,3.0,0.0,0.0,1,1,"14,801",32.0,2000,2,1,0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,-2.0,0,0,0.0,0.0,192.4910125732422,37.1106071472168,0.4338,0.4692,0.06539512910007637,0.4751697031547484,0.11095152574566435,0.8315152512592805,1,1,1,1,1,1,1,1
23,8,2000,3,West Ham,Leicester,0.0,1.0,A,0.0,0.0,D,R Styles,17.0,4.0,12.0,2.0,11.0,5.0,16.0,14.0,3.0,3.0,1.0,0.0,1,1,"25,195",13.308056872037914,2000,2,0,1,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,-2.0,0.0,0,0,0.0,0.0,65.27265167236328,88.58173370361328,0.5932000000000001,0.43479999999999996,0.0855719367176033,0.5960587892085012,0.8052989451081496,0.2857006817805611,1,1,1,1,1,1,1,1
26,8,2000,6,Arsenal,Charlton,5.0,3.0,H,1.0,2.0,A,S Lodge,18.0,7.0,9.0,4.0,8.0,3.0,12.0,15.0,0.0,1.0,0.0,0.0,2,2,"38,025",11.555555555555555,2000,2,0,3,1.5,1.5,1.0,2.0,0.5,1.5,1.5,1.5,1.0,1.0,1,0,0.0,0.0,98.0357437133789,44.0903205871582,0.5234,0.43499999999999994,-0.0336714697983699,0.3147779476933609,-0.38115372494415795,0.3532109191855175,1,1,1,1,1,1,1,1
26,8,2000,6,Bradford,Leicester,0.0,0.0,D,0.0,0.0,D,S Bennett,8.0,13.0,4.0,8.0,6.0,8.0,11.0,12.0,1.0,2.0,0.0,0.0,2,2,"16,766",13.553719008264462,2000,3,3,4,1.5,2.0,1.0,0.5,0.5,0.0,1.5,2.0,1.0,1.0,1,1,0.0,0.0,71.31436920166016,86.04698944091797,0.46699999999999997,0.543,-0.10119285531889602,0.4128403345044264,-0.4891158807420596,0.25746079615343204,1,1,1,1,1,1,1,1
26,8,2000,6,Everton,Derby,2.0,2.0,D,2.0,0.0,H,M Riley,12.0,7.0,9.0,4.0,11.0,2.0,11.0,9.0,2.0,3.0,0.0,0.0,2,2,"34,840",14.965853658536586,2000,3,3,1,1.5,0.5,1.5,2.0,1.0,2.5,1.5,0.5,1.0,-1.0,1,0,0.0,0.0,105.29241943359375,48.329246520996094,0.46560000000000007,0.4428000000000001,0.1690501595127601,0.11837475763658169,0.5524006676944018,0.22522460878663347,1,1,1,1,1,1,1,1
26,8,2000,6,Ipswich,Sunderland,1.0,0.0,H,0.0,0.0,D,G Poll,14.0,9.0,5.0,3.0,7.0,6.0,10.0,12.0,1.0,1.0,0.0,0.0,2,2,"21,830",12.258064516129032,2000,3,1,3,0.5,1.5,1.0,1.5,2.0,2.0,0.5,1.5,-2.0,-1.0,0,0,0.0,0.0,60.12580490112305,88.84185791015625,0.46420000000000006,0.46840000000000004,0.3454842872043737,0.38602826049251643,-0.146903374391497,0.04442643396792204,1,1,1,1,1,1,1,1
26,8,2000,6,Man City,Coventry,1.0,2.0,A,0.0,2.0,A,A D'Urso,14.0,9.0,5.0,8.0,5.0,5.0,7.0,12.0,2.0,3.0,0.0,0.0,2,2,"34,140",12.565656565656566,2000,3,3,3,1.5,1.5,2.0,1.5,3.0,2.0,1.5,1.5,-2.0,-1.0,1,1,0.0,0.0,77.74140930175781,79.15129089355469,0.4852,0.49160000000000004,-0.0336714697983699,0.3678015957485453,-0.4189477139194642,0.45222372735897154,1,1,1,1,1,1,1,1
26,8,2000,6,Middlesbrough,Leeds,1.0,2.0,A,0.0,2.0,A,G Barber,15.0,16.0,8.0,11.0,4.0,8.0,12.0,20.0,2.0,0.0,0.0,0.0,2,1,"31,626",13.64102564102564,2000,3,4,3,2.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,0,1,0.0,0.0,194.12203979492188,23.584396362304688,0.4678000000000001,0.5603999999999999,-0.7277508808361843,-0.3153328591987437,0.37357085021637837,0.40144819961232436,1,1,1,1,1,1,1,1
26,8,2000,6,Newcastle,Tottenham,2.0,0.0,H,1.0,0.0,H,D Ellaray,15.0,10.0,6.0,2.0,4.0,2.0,13.0,10.0,0.0,0.0,0.0,0.0,2,2,"51,573",12.571428571428571,2000,3,3,4,1.5,2.0,1.5,2.0,2.0,1.0,1.5,2.0,-1.0,2.0,1,0,0.0,0.0,73.34976196289062,52.1121711730957,0.4976,0.4622,-0.10119285531889602,0.4128403345044264,-0.4891158807420596,0.25746079615343204,1,1,1,1,1,1,1,1
26,8,2000,6,Southampton,Liverpool,3.0,3.0,D,0.0,1.0,A,J Winter,14.0,9.0,7.0,4.0,7.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,2,2,"15,202",9.333333333333334,2000,3,1,3,0.5,1.5,1.5,0.5,2.0,1.0,0.5,1.5,-1.0,-1.0,0,0,0.0,0.0,60.12580490112305,88.84185791015625,0.4398000000000001,0.5014000000000001,0.3454842872043737,0.38602826049251643,-0.146903374391497,0.04442643396792204,1,1,1,1,1,1,1,1
26,8,2000,6,West Ham,Man United,2.0,2.0,D,0.0,1.0,A,D Gallagher,17.0,8.0,8.0,5.0,7.0,5.0,12.0,9.0,1.0,0.0,0.0,0.0,2,2,"25,988",10.11023622047244,2000,3,0,4,0.0,2.0,1.0,1.5,2.5,0.5,0.0,2.0,-3.0,2.0,0,0,0.0,0.0,38.050357818603516,142.7571563720703,0.5192,0.4614000000000001,0.372099993461656,0.9405028092665817,-0.4905104382854161,0.08395969619812596,1,1,1,1,1,1,1,1
27,8,2000,7,Aston Villa,Chelsea,1.0,1.0,D,1.0,1.0,D,P Durkin,12.0,11.0,9.0,7.0,7.0,10.0,13.0,12.0,0.0,1.0,0.0,0.0,1,2,"27,057",8.818181818181818,2000,3,1,3,1.0,1.5,0.0,2.0,0.0,2.0,1.0,1.5,0.0,0.0,0,0,0.0,0.0,72.24008178710938,84.52284240722656,0.4704,0.5077999999999999,0.12693118522200159,0.1976411876866811,-0.13321113286376232,0.12558086154068146,1,1,1,1,1,1,1,1
5,9,2000,2,Leeds,Man City,1.0,2.0,A,0.0,2.0,A,G Poll,6.0,8.0,1.0,3.0,9.0,4.0,18.0,24.0,2.0,2.0,0.0,0.0,1,2,"40,055",12.258064516129032,2000,3,3,3,3.0,1.0,2.0,1.6666666666666667,0.5,2.6666666666666665,3.0,1.0,3.0,-3.0,2,0,0.0,0.0,156.81399536132812,92.37569427490234,0.46820000000000006,0.4862,-0.15790536751769688,-0.22026130390005672,0.3196924519085989,0.25514670134269796,1,1,1,1,1,1,1,1
5,9,2000,2,Man United,Bradford,6.0,0.0,H,2.0,0.0,H,I Harris,21.0,6.0,12.0,4.0,5.0,1.0,12.0,10.0,0.0,1.0,0.0,0.0,2,2,"66,447",4.0,2000,4,5,4,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.0,0,0,0.0,0.0,90.79232025146484,73.24610900878906,0.5418000000000001,0.43499999999999994,-0.38476029765560404,0.12697901521488614,0.47001117051162244,-0.2955638947529219,1,1,1,1,1,1,1,1
5,9,2000,2,Sunderland,West Ham,1.0,1.0,D,1.0,1.0,D,P Jones,17.0,16.0,7.0,9.0,4.0,11.0,19.0,14.0,2.0,3.0,0.0,0.0,2,2,"46,605",13.10344827586207,2000,4,3,1,1.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,0.3333333333333333,-2.0,-3.0,0,0,0.0,0.0,65.0743179321289,48.9721794128418,0.46719999999999995,0.4782,0.07383885336634072,0.2857749226110067,0.26025161376291633,0.7914269969383934,1,1,1,1,1,1,1,1
5,9,2000,2,Tottenham,Everton,3.0,2.0,H,1.0,2.0,A,B Knight,11.0,11.0,7.0,6.0,7.0,5.0,11.0,10.0,1.0,2.0,0.0,0.0,2,2,"35,316",12.253968253968255,2000,4,4,4,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.0,0,0,0.0,0.0,82.71004486083984,64.19117736816406,0.4988,0.49799999999999994,0.3944764250522671,0.20591970721344593,0.814474595091027,-0.3113553314772331,1,1,1,1,1,1,1,1
6,9,2000,3,Charlton,Southampton,1.0,1.0,D,0.0,0.0,D,M Halsey,8.0,11.0,6.0,3.0,10.0,14.0,14.0,16.0,3.0,3.0,1.0,0.0,2,2,"20,043",8.69433962264151,2000,4,3,2,1.0,0.6666666666666666,2.3333333333333335,2.0,2.6666666666666665,2.3333333333333335,1.0,0.6666666666666666,-1.0,-1.0,0,0,0.0,0.0,86.19133758544922,68.62708282470703,0.5052,0.4957999999999999,0.09088754031708077,0.27538141379038195,0.39127711900392337,0.3671012632211584,1,1,1,1,1,1,1,1
6,9,2000,3,Chelsea,Arsenal,2.0,2.0,D,1.0,0.0,H,M Riley,12.0,13.0,5.0,5.0,7.0,6.0,16.0,22.0,3.0,1.0,0.0,0.0,1,1,"34,923",14.965853658536586,2000,4,4,3,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.0,3.0,0,2,0.0,0.0,70.41336822509766,92.33299255371094,0.5194,0.522,0.3786123168967888,0.15542088763483478,-0.5559039375809172,0.20769707019003703,1,1,1,1,1,1,1,1
6,9,2000,3,Coventry,Newcastle,0.0,2.0,A,0.0,1.0,A,A Wiley,13.0,13.0,3.0,6.0,6.0,8.0,11.0,18.0,1.0,1.0,0.0,0.0,2,2,"22,109",12.11111111111111,2000,4,6,6,2.0,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.0,0.0,1.0,2,2,0.0,0.0,149.2657470703125,149.97052001953125,0.4652,0.4328,-0.6056120955084915,-0.30531863427876393,-0.7399861033535643,0.24658232664274266,1,1,1,1,1,1,1,1
6,9,2000,3,Derby,Middlesbrough,3.0,3.0,D,0.0,1.0,A,R Styles,9.0,5.0,5.0,4.0,11.0,5.0,8.0,10.0,3.0,2.0,0.0,0.0,2,1,"24,290",13.308056872037914,2000,4,2,4,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,-1.0,1.0,0,0,0.0,0.0,71.04371643066406,74.11125946044922,0.4332,0.4704,0.3249281359504683,0.3160104184515732,0.9264298480809162,-0.39396991884285415,1,1,1,1,1,1,1,1
6,9,2000,3,Leicester,Ipswich,2.0,1.0,H,0.0,0.0,D,P Taylor,12.0,7.0,6.0,3.0,6.0,2.0,12.0,13.0,1.0,1.0,0.0,0.0,2,1,"19,598",8.727272727272727,2000,4,5,4,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,-1.0,0,1,0.0,0.0,80.64554595947266,70.20345306396484,0.49960000000000004,0.45220000000000005,-0.38476029765560404,0.12697901521488614,0.47001117051162244,-0.2955638947529219,1,1,1,1,1,1,1,1
6,9,2000,3,Liverpool,Aston Villa,3.0,1.0,H,3.0,0.0,H,N Barry,11.0,9.0,7.0,4.0,8.0,7.0,13.0,7.0,0.0,2.0,0.0,0.0,1,1,"43,360",10.863157894736842,2000,4,4,2,1.3333333333333333,1.0,1.3333333333333333,0.5,1.6666666666666667,0.5,1.3333333333333333,1.0,-1.0,0.0,0,0,0.0,0.0,79.39739990234375,77.2997817993164,0.46559999999999996,0.4664,0.05589613183168434,-0.6358580003621181,0.4434328907671651,0.1222367466417628,1,1,1,1,1,1,1,1
9,9,2000,6,Bradford,Arsenal,1.0,1.0,D,1.0,0.0,H,A Wiley,9.0,18.0,5.0,11.0,4.0,10.0,17.0,13.0,0.0,2.0,0.0,0.0,2,2,"17,160",12.11111111111111,2000,4,4,3,1.0,1.75,0.5,2.25,1.75,1.5,1.0,1.75,-5.0,3.0,0,0,0.0,0.0,70.2159194946289,91.39968872070312,0.4766,0.5242000000000001,0.2604578647805113,-0.09211350149776865,-0.5645994728696027,-0.07463786119282696,1,1,1,1,1,1,1,1
9,9,2000,6,Coventry,Leeds,0.0,0.0,D,0.0,0.0,D,P Durkin,9.0,11.0,1.0,5.0,6.0,6.0,15.0,14.0,2.0,2.0,0.0,0.0,2,2,"20,377",8.818181818181818,2000,5,6,6,1.5,2.0,1.25,1.6666666666666667,1.75,1.0,1.5,2.0,-2.0,2.0,0,0,0.0,0.0,94.92791748046875,134.34747314453125,0.46980000000000005,0.5188,-0.1238364503229208,0.45302552045140204,-0.6251373937662517,0.1891859725513963,1,1,1,1,1,1,1,1
9,9,2000,6,Ipswich,Aston Villa,1.0,2.0,A,0.0,1.0,A,A D'Urso,15.0,5.0,5.0,2.0,5.0,3.0,9.0,13.0,1.0,3.0,0.0,0.0,2,2,"20,665",12.565656565656566,2000,5,4,2,1.0,0.6666666666666666,1.0,0.6666666666666666,1.5,1.3333333333333333,1.0,0.6666666666666666,-2.0,-2.0,0,0,0.0,0.0,91.57260131835938,62.17420196533203,0.47800000000000004,0.42000000000000004,0.08421002490792077,0.2858719451578854,0.38584830122457814,0.3993354592343659,1,1,1,1,1,1,1,1
9,9,2000,6,Leicester,Southampton,1.0,0.0,H,0.0,0.0,D,M Dean,17.0,9.0,6.0,5.0,10.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,2,2,"18,366",14.595365418894831,2000,5,8,3,2.0,0.75,0.75,1.75,0.25,2.0,2.0,0.75,2.0,-1.0,1,0,0.0,0.0,141.46725463867188,49.58732986450195,0.495,0.44020000000000004,-0.8646494523270893,-0.16089382252212345,0.36055890270994856,0.4217143386619018,1,1,1,1,1,1,1,1
9,9,2000,6,Liverpool,Man City,3.0,2.0,H,1.0,0.0,H,G Barber,14.0,9.0,8.0,7.0,9.0,4.0,17.0,17.0,3.0,4.0,0.0,0.0,2,2,"44,692",13.64102564102564,2000,5,7,6,1.75,1.5,1.75,1.75,1.5,2.25,1.75,1.5,1.0,-2.0,1,1,0.0,0.0,39.206329345703125,142.009521484375,0.5690000000000001,0.5247999999999999,-0.4654059955463488,0.24361132813975947,-0.5832741160506201,0.6929128538542814,1,1,1,1,1,1,1,1
9,9,2000,6,Man United,Sunderland,3.0,0.0,H,1.0,0.0,H,N Barry,15.0,5.0,7.0,1.0,4.0,4.0,18.0,14.0,1.0,3.0,0.0,0.0,2,2,"67,503",10.863157894736842,2000,5,8,4,2.0,1.0,2.75,1.0,0.75,1.5,2.0,1.0,8.0,-2.0,1,0,0.0,0.0,138.4368438720703,56.95189666748047,0.5716,0.4732,-0.816933187120154,-0.3472766054276644,0.21178026913504547,0.3736236457922146,1,1,1,1,1,1,1,1
9,9,2000,6,Middlesbrough,Everton,1.0,2.0,A,1.0,0.0,H,S Bennett,9.0,12.0,5.0,9.0,7.0,7.0,16.0,5.0,3.0,0.0,0.0,0.0,2,2,"30,885",13.553719008264462,2000,5,5,4,1.25,1.0,2.0,1.75,1.75,1.75,1.25,1.0,1.0,0.0,0,0,0.0,0.0,65.66536712646484,75.37187957763672,0.47759999999999997,0.47859999999999997,-0.47770483149616905,0.021009986464778287,0.4673110712753889,0.12516405924057478,1,1,1,1,1,1,1,1
9,9,2000,6,Newcastle,Chelsea,0.0,0.0,D,0.0,0.0,D,G Poll,10.0,10.0,4.0,3.0,5.0,6.0,17.0,21.0,0.0,3.0,0.0,0.0,2,2,"51,687",12.258064516129032,2000,5,9,5,2.25,1.25,1.75,1.75,1.0,1.75,2.25,1.25,3.0,0.0,3,0,0.0,0.0,127.28014373779297,86.0702133178711,0.4702,0.49139999999999995,-0.1560752782156965,-0.23899496926569636,0.6806782792689844,0.41545100022635256,1,1,1,1,1,1,1,1
10,9,2000,7,Derby,Charlton,2.0,2.0,D,2.0,0.0,H,P Jones,12.0,10.0,6.0,6.0,4.0,11.0,17.0,12.0,3.0,1.0,0.0,0.0,1,1,"22,310",13.10344827586207,2000,5,3,4,0.75,1.0,2.25,2.0,2.5,2.25,0.75,1.0,-1.0,-1.0,0,0,0.0,0.0,63.52413558959961,66.63494873046875,0.4466,0.48679999999999995,0.2417559929043787,0.5149919393038707,1.0221140497871029,0.04962230150491862,1,1,1,1,1,1,1,1
11,9,2000,1,Tottenham,West Ham,1.0,0.0,H,0.0,0.0,D,S Dunn,15.0,11.0,7.0,5.0,11.0,3.0,14.0,13.0,1.0,2.0,0.0,0.0,1,1,"33,282",11.070707070707071,2000,5,7,2,1.75,0.5,1.75,1.25,1.5,2.0,1.75,0.5,1.0,-3.0,1,0,0.0,0.0,96.7657241821289,75.90882873535156,0.45360000000000006,0.4382,-0.5237502274978802,-0.06159711098513294,0.5324757000433786,0.37136033915695954,1,1,1,1,1,1,1,1
16,9,2000,6,Arsenal,Coventry,2.0,1.0,H,1.0,0.0,H,M Dean,18.0,6.0,13.0,2.0,8.0,4.0,5.0,13.0,1.0,2.0,0.0,0.0,3,2,"37,794",14.595365418894831,2000,5,4,6,1.6,1.4,2.0,1.0,1.4,1.4,1.6,1.4,3.0,-2.0,0,0,0.0,0.0,88.8729019165039,55.06097412109375,0.5522,0.4728,-0.47671673972147993,0.28742783989136733,0.3609785479672756,-0.014763296122530854,1,1,1,1,1,1,1,1
